OBJECTID,StreetID,Name,Type,LeftFrom,LeftTo,RightTo,SegmentID,Surface,Class,Curb,Width,Miles,Cross1,Cross12,Cross2,Cross22,GlobalID
9037,1132.0,HOOPER,LN,501,521,522,1467,BST,Local,N,26.0,0.13579,BATTLE LA,BATTLE LA,BOUNDARY ST,BOUNDARY ST,{1F6D7074-2B24-43DB-9AB5-17BBBCAEF35E}
9038,2749.0,PARK PLACE,LN,1,699,698,1469,BST,Local,N,20.0,0.15308,BOUNDARY ST,BOUNDARY ST,FRANKLIN ST,FRANKLIN ST,{44A2B7B6-A1B8-4ACE-BE75-5F73146C2AD8}
9039,2173.0,SENLAC,RD,501,521,518,1470,BST,Local,Y,21.0,0.12787,BATTLE LA,BATTLE LA,BOUNDARY ST,BOUNDARY ST,{B9A26B4C-5B9A-42C0-B656-B91CD00D6D05}
9040,1526.0,MEADOWBROOK,DR,101,117,116,1472,BST,Local,Y,27.0,0.27695,FRANKLIN ST,FRANKLIN ST,HOOT OWL LN, ,{766775D1-1DB4-45B9-9F4A-04408347AF7F}
9041,178.0,BURLAGE,CIR,200,206,207,1473,BST,Local,Y,28.0,0.11322,ESTES DR, ,MEADOWBROOK DR, ,{D9A0FBD1-22E6-4B50-93F6-9CFA9095A817}
9042,1526.0,MEADOWBROOK,DR,119,123,122,1474,BST,Local,Y,27.0,0.12259,HOOT OWL LA, ,BURLAGE CIR,BURLAGE CIR,{A125746C-2C17-4090-A295-A800ABC298AF}
9043,178.0,BURLAGE,CIR,321,347,346,1475,BST,Local,Y,28.0,0.35995,MEADOWBROOK DR, ,MEADOWBROOK DR, ,{C31B6840-D88B-4032-B2CD-F6F804D317CC}
9044,254.0,CASWELL,RD,501,513,514,1476,BST,Collector,Y,47.0,0.0992,ESTES DR, ,GRANVILLE RD, ,{E877B237-3E9B-437A-89C5-4F46782188CA}
9045,254.0,CASWELL,RD,515,535,534,1477,BST,Collector,Y,47.0,0.14828,CUMBERLAND RD, ,GRANVILLE RD, ,{AD2D42B9-1FC2-4A9B-9E30-E120456DC943}
9046,254.0,CASWELL,RD,601,609,604,1478,BST,Collector,Y,47.0,0.07997,CUMBERLAND RD, ,CHATHAM LN, ,{08D7236F-F5E7-44E7-90A7-7B55071703F5}
9047,254.0,CASWELL,RD,611,621,620,1479,BST,Collector,Y,47.0,0.07558,CHATHAM LN, ,SURRY RD, ,{7F3963B4-18DB-4998-9D8D-B66E9948E8EE}
9048,254.0,CASWELL,RD,701,719,718,1480,BST,Collector,Y,47.0,0.15709,SURRY RD, ,ESTES DR, ,{2773DED9-77D7-4652-B434-61158DD72D06}
9049,467.0,CUMBERLAND,RD,1501,1511,1510,1481,BST,Local,Y,33.0,0.15011,CASWELL RD,CASWELL RD, , ,{28EADC55-5479-47DB-A256-8D455E4B142B}
9050,467.0,CUMBERLAND,RD,1513,1517,1516,1482,BST,Local,Y,33.0,0.07176,SURRY RD, ,ESTES DR,ESTES DR,{FE0E9E9A-86F0-42CD-ABEF-73677D4EC6F4}
9051,2352.0,SURRY,RD,601,615,616,1484,BST,Local,Y,33.0,0.19026,CUMBERLAND RD, ,CASWELL RD, ,{70188B35-8560-4C1D-A248-7C97A75922A7}
9052,954.0,GRANVILLE,RD,301,317,316,1485,BST,Local,Y,28.0,0.21554,ESTES DR,ESTES DR,HALIFAX RD,HALIFAX RD,{929F43B1-B183-4B4B-B03D-5254E4B22CF2}
9053,954.0,GRANVILLE,RD,401,419,412,1486,BST,Local,Y,28.0,0.19727,HALIFAX RD, ,CHEROKEE CIRCLE, ,{249356B3-C4B3-4513-ABAF-964227AF7761}
9054,954.0,GRANVILLE,RD,421,423,418,1488,BST,Local,Y,28.0,0.06618, , ,CASWELL RD,CASWELL RD,{2D067EA4-4494-44F2-B6F4-DC9C1DB8D4D8}
9055,999.0,HALIFAX,RD,1395,1399,1398,1489,BST,Local,Y,28.0,0.04499, , ,GRANVILLE RD, ,{67B0FF42-312D-4BB1-9B4E-BAA1247C3165}
9056,751.0,ELIZABETH,ST,201,219,220,1491,BST,Local,Y,28.0,0.10108,DEEPWOOD RD, , , ,{69A5607E-7D18-47EA-9BB7-3619B5A43BCF}
9057,751.0,ELIZABETH,ST,221,299,298,1492,BST,Private,Y,28.0,0.27687,DEEPWOOD RD, , , ,{B36D4597-8167-4744-B577-ADD8EABE903D}
9058,653.0,DEMING,RD,431,439,444,1493,BST,Local,,27.0,0.03294,HOTELING CT, ,FRANKLIN ST, ,{B63752DA-6619-4DC0-9212-AD9D89029CE0}
9059,1139.0,HOTELLING,CT,101,129,128,1494,BST,Local,,27.0,0.13735,DEMING RD,DEMING RD, , ,{CD2AC934-35BF-4569-BAAE-49748D6880DE}
9060,653.0,DEMING,RD,401,429,438,1495,BST,Local,,27.0,0.24865,HOTELING CT, ,DEEPWOOD RD,WILD IRIS LA,{E241187F-21C3-447B-A9B8-FA64879C4869}
9061,2639.0,WILD IRIS,LN,101,103,102,1496,BST,Local,,27.0,0.05762,DEMING RD,DEEPWOOD RD,BRECKINRIDGE PL, ,{8EDE8E46-3CF1-40EE-8576-C1F3749BCF16}
9062,2639.0,WILD IRIS,LN,113,129,126,1497,BST,Local,,27.0,0.07765,BRECKINRIDGE PL, , , ,{F9B91422-38EF-4EB8-971F-A6EFA4B801DD}
9063,115.0,BRECKENRIDGE,PL,101,109,108,1498,BST,Local,,27.0,0.06677,WILD IRIS LN, ,HANFT KNOLL, ,{775A8156-92DD-499C-9EDC-3EA21E3571C2}
9064,115.0,BRECKENRIDGE,PL,111,121,120,1499,BST,Local,,27.0,0.0357,HANFT KNOLL, , , ,{63519231-CD53-4E8D-8C92-B9659F014A93}
9065,1009.0,HANFT,KNL,101,111,112,1500,BST,Local,,27.0,0.04676,BRECKINRIDGE PL,BRECKINRIDGE PL, , ,{7D815866-C2E3-4C02-860E-79457B1A7CFF}
9066,916.0,GLENDALE,DR,101,127,120,1503,BST,Local,N,24.0,0.24418,FRANKLIN ST,FRANKLIN ST,GLENHILL LA, ,{5F91A8A7-4DD4-4DD4-B87B-3513AA02A9C9}
9067,917.0,GLENHILL,LN,201,219,220,1504,BST,Local,N,27.0,0.15753,GLENDALE DR,GLENDALE DR,GLENDALE DR,GLENDALE DR,{74027051-D3A2-465C-955F-7FA6296FBFF3}
9068,916.0,GLENDALE,DR,301,327,328,1505,BST,Local,N,24.0,0.17554,GLENHILL LA, ,WEAVER RD, ,{1625C5FF-A3CD-47EB-A00F-866C8DD02073}
9069,921.0,GLENWOOD,DR,301,315,316,1506,BST,Local,N,21.0,0.14801,WEAVER RD, ,GLENDALE DR,GLENDALE DR,{5C842EC3-71A1-4783-8640-41B7299518C6}
9070,916.0,GLENDALE,DR,215,229,230,1507,BST,Local,N,24.0,0.04759,GLENHILL LA, ,GLENWOOD DR, ,{B56F89B4-E880-4735-A20A-14A82C86E771}
9071,916.0,GLENDALE,DR,201,213,214,1508,BST,Local,N,24.0,0.138,GLENWOOD DR, ,GLENHILL LA, ,{99DD988C-88D6-4E32-B560-37CE37F6F5AE}
9072,1223.0,JONES,ST,101,107,108,1513,BST,Local,Y,25.0,0.0666,DAVIE CIR,DAVIE CIR, , ,{99EB7DA6-3F51-4059-A10A-FBB087B8D0FB}
9073,2080.0,ROOSEVELT,DR,1001,1015,1014,1516,BST,Local,Y,25.0,0.05372,MARILYN LA, ,HILL CREST RD, ,{96FC17AE-EEB9-49C6-AC3E-929D75EF1196}
9074,1145.0,HOWELL,LN,20,28,11,1517,BST,Local,Y,27.0,0.04636,RIDGEWOOD LA, ,ROOSEVELT DR,ROOSEVELT DR,{660C9707-E972-4AEB-8B3B-30AA553B4F6E}
9075,2080.0,ROOSEVELT,DR,1017,1025,1024,1518,BST,Local,,25.0,0.02699,HILL CREST RD, ,HOWELL LA, ,{3871837D-E86D-494A-AD42-807D8A567CF2}
9076,2080.0,ROOSEVELT,DR,1101,1125,1126,1519,BST,Local,Y,25.0,0.14379,HOWELL LA, ,HILLVIEW DR, ,{71DA5FF7-77FB-48FF-870E-3128632D2AB9}
9077,1095.0,HILLVIEW,DR,1199,1201,1202,1520,BST,Local,,25.0,0.05335,ROOSEVELT DR,ROOSEVELT DR,HILLVIEW RD,VALLEY PARK DR,{405396B6-98EF-4A8E-B7A1-199D19F18714}
9078,1095.0,HILLVIEW,RD,1203,1215,1222,1521,BST,Local,Y,25.0,0.17542,VALLEY PARK DR,HILLVIEW DR,PLANT lant Rd RD,PLANT RD,{736F5CF4-9127-43BA-947D-D56AAAEFC064}
9079,2041.0,RIDGEWOOD,LN,1101,1113,1112,1523,BST,Local,N,17.0,0.09711, , ,HOWELL LA,HOWELL LA,{1DFBF221-0901-4381-B58D-1A16DFF4DB0B}
9080,2836.0,HILLCREST,RD,201,209,204,1524,BST,Local,N,19.0,0.09734,ROOSEVELT DR,ROOSEVELT DR,HILLCREST CIR, ,{47D853D1-B5FF-4D94-92DE-2D5377E08D81}
9081,3026.0,DICKERSON,CT,103,107,108,1526,BST,Local,Y,28.0,0.02353, , , , ,{4EA9A693-518A-4EA9-B6AE-6C547A9126E9}
9082,3026.0,DICKERSON,CT,100,100,101,1527,BST,Local,Y,28.0,0.02101, , , , ,{45CF365E-0F44-43F5-91F4-104C7EE9981A}
9083,488.0,ARROWHEAD,RD,911,919,920,1530,BST,Local,Y,33.0,0.03487, , ,OLD MILL RD,OLD MILL RD,{42D948B7-03B1-48F7-BFC4-C14959CB1677}
9084,488.0,ARROWHEAD,RD,1001,1005,1006,1531,BST,Local,Y,33.0,0.07163, , ,OLD MILL RD,OLD MILL RD,{A6F59CF1-8538-4716-8143-2833F1BAAF2F}
9085,488.0,ARROWHEAD,RD,901,909,908,1538,BST,Local,Y,33.0,0.1766, , ,GREENWOOD RD,GREENWOOD RD,{29775149-44F5-48C0-B87C-21EFCF9BED95}
9086,2291.0,STAGECOACH,RD,201,227,226,1539,BST,Local,Y,27.0,0.1508,GREENWOOD RD,GREENWOOD RD, , ,{EFA0C3EB-4AE0-4DCA-BAF7-2334CAD716D7}
9087,1142.0,HOUSTON,RD,801,805,804,1544,BST,Local,Y,30.0,0.07941,GREENWOOD RD,GREENWOOD RD,SUGERBERRY RD,INDIAN SPRINGS RD,{838DD64B-9996-4549-B59F-F1C33ABE83AE}
9088,2334.0,SUGARBERRY,RD,615,635,636,1545,BST,Local,,,0.16471,INDIAN SPRINGS RD,HOUSTON RD,SUGARBERRY RD, ,{402AEA36-F619-4EB6-8185-DE382184108C}
9089,2334.0,SUGARBERRY,RD,601,613,614,1546,BST,Local,Y,27.0,0.12456,HOUSTON RD,SUGERBERRY RD, , ,{ACEDDD26-7884-4318-A00C-3FE4443B2E82}
9090,419.0,COUNTRY CLUB,RD,201,299,298,1547,BST,Collector,Y,24.0,0.04186,RALEIGH RD,SOUTH RD,RIDGE RD, ,{CD382CBC-4B90-4B25-B1F1-3E281C7D3142}
9091,419.0,COUNTRY CLUB,RD,301,317,318,1548,BST,Collector,Y,24.0,0.10873,RIDGE RD, ,LAUREL HILL RD, ,{DA38AB1D-3158-4BE0-9162-5097D6D63CA7}
9092,1798.0,OTEYS,RD,501,505,506,1549,BST,Local,N,20.0,0.13092,MASON FARM RD, ,FORDHAM BLVD,FORDHAM BLVD,{D303F1FD-BE83-44C4-BD5B-8EBCA3F1D100}
9093,2759.0,SKIPPER BOWLES,DR,101,199,198,1550,BST,Local,,,0.15021,MANNING DR,RIDGE RD, , ,{4B9E446F-F57A-4263-8A0C-A7C1A92C6264}
9094,2759.0,SKIPPER BOWLES,DR,201,299,298,1551,BST,Local,,,0.09786,MANNING DR,RIDGE RD, , ,{B8EC073C-3735-4280-A982-7F635C1998C8}
9095,2752.0,RIDGE,RD,301,399,490,1553,BST,Collector,Y,25.0,0.24316,STADIUM DR, ,SKIPPER BOWLES DR,MANNING DR,{5ECDFA5C-DB58-4723-A885-4187472DD284}
9096,419.0,COUNTRY CLUB,RD,321,325,324,1562,BST,Local,Y,24.0,0.05724,LAUREL HILL RD, ,LEDGE LA, ,{3D82A3CA-3279-453E-A286-2ED449F3220D}
9097,1342.0,LAUREL HILL,RD,101,113,116,1563,BST,Local,N,20.0,0.23103,COUNTRY CLUB RD,COUNTRY CLUB RD,ROUNDHILL RD, ,{2B00E4C8-B2C9-4F57-AF62-2743B57B64BC}
9098,1342.0,LAUREL HILL,RD,201,209,208,1564,BST,Local,N,20.0,0.09061,ROUNDHILL RD, , , ,{65AD37F6-7861-4B3E-975D-331EC41D4D37}
9099,1342.0,LAUREL HILL,RD,301,307,308,1565,BST,Local,N,20.0,0.13631, , ,PINE LA, ,{36F109EE-F7D2-43E2-A97B-1D48C7F35F84}
9100,1342.0,LAUREL HILL,RD,401,403,404,1566,BST,Local,Y,20.0,0.09864,PINE LA, ,BUTTONS LA, ,{16621494-382B-4FB2-B6BC-9C4374AA3C4A}
9101,1342.0,LAUREL HILL,RD,501,503,504,1567,BST,Local,Y,20.0,0.05977,BUTTONS LA, ,LAUREL HILL CIR, ,{1CC7FB24-3AAB-4BEA-B64E-60822C6F6095}
9102,1342.0,LAUREL HILL,RD,601,603,606,1568,BST,Local,N,20.0,0.12739,LAUREL HILL CIR, ,SAINT JAMES PL, ,{2180F0BD-CE50-435E-B612-E10FF0D1B25D}
9103,1342.0,LAUREL HILL,RD,605,611,632,1569,BST,Local,N,20.0,0.11058,SAINT JAMES PL, ,FERN LA,CARMICHEAL ST,{380045B4-A967-4C45-813C-2C60849D95AA}
9104,1987.0,RANSOM,ST,101,109,110,1571,BST,Collector,Y,25.0,0.06898,W. CAMERON AVE, ,PATTERSON PL, ,{E88F667F-4C2B-494E-A3A0-90C4355C4966}
9105,1987.0,RANSOM,ST,201,235,226,1572,BST,Collector,Y,25.0,0.07976,PATTERSON PL, ,MCCAULEY ST, ,{C22761FE-5812-4F10-9042-CB6292683286}
9106,1847.0,PATTERSON,PL,300,316,317,1573,BST,Local,N,0.0,0.06299,RANSOM ST, , , ,{0783480B-0B22-4B5D-A39E-F9EE5EAA489B}
9107,1987.0,RANSOM,ST,301,315,314,1574,BST,Collector,Y,25.0,0.08776,MCCAULEY ST, ,VANCE ST, ,{2ADC3803-4558-41D8-9936-B0867BF22D06}
9108,1987.0,RANSOM,ST,401,403,404,1575,BST,Collector,Y,25.0,0.02609,VANCE ST, ,VANCE ST, ,{7CF9C07D-E299-486B-B744-72A807E2D5F9}
9109,1987.0,RANSOM,ST,405,409,408,1576,BST,Collector,Y,25.0,0.03755,VANCE ST, ,UNIVERSITY DR, ,{F6E8FE4D-66A8-4D14-BB19-D1922A3689B8}
9110,1987.0,RANSOM,ST,501,503,502,1577,BST,Collector,Y,25.0,0.02164,UNIVERSITY DR, ,BRIARBRIDGE LA,UNIVERSITY DR,{10D02744-113D-411F-9A42-54CA752A9B3D}
9111,124.0,BRIARBRIDGE VALLEY,RD,301,309,308,1581,BST,Local,Y,25.0,0.07085,BRIARBRIDGE LA, , , ,{50BEF6B8-4BBD-4533-9CCC-EEB62F52C898}
9112,2508.0,VANCE,ST,201,227,228,1582,BST,Local,Y,28.0,0.14178,PITTSBORO ST,PITTSBORO ST,RANSOM ST,RANSOM ST,{73006735-B17F-42AC-9136-DE01D693D627}
9113,2508.0,VANCE,ST,301,321,322,1583,Unpaved,Private,N,,0.13702,RANSOM ST,RANSOM ST, , ,{3FD22919-0E80-4BB1-92E9-43410A3969E8}
9114,155.0,BROOKSIDE,DR,305,311,310,1584,BST,Local,,27.0,0.03354,BROOKSIDE DR,BROOKSIDE DR, , ,{F15FE9B7-7DB6-4A4B-9DE0-F1A818797718}
9115,155.0,BROOKSIDE,DR,401,433,432,1585,BST,Local,Y,28.0,0.22072,BROOKSIDE DR, ,HILLTOP ST, ,{5B89C779-5FF2-4660-9F44-D89E1AFD5F8A}
9116,2610.0,WESTWOOD,DR,401,405,406,1586,BST,Local,Y,26.0,0.11318,MASON FARM RD,COLUMBIA ST,CULBRETH PL, ,{75A3467B-32D7-41DA-9BD2-0D48DE523A18}
9117,2610.0,WESTWOOD,DR,407,411,410,1587,BST,Local,Y,26.0,0.09029,CULBRETH PL, ,W. UNIVERSITY DR, ,{2F0BA96F-C5B6-4A5B-89DC-F36CFCB69DAC}
9118,2610.0,WESTWOOD,DR,413,419,420,1588,BST,Local,Y,26.0,0.09687,W. UNIVERSITY DR, ,DOGWOOD DR, ,{233FB438-7228-4C8E-BAFD-CB3BF0619274}
9119,3310.0,CULBRETH,PL,101,109,110,1589,Unpaved,Local,N,16.0,0.03936,WESTWOOD DR,WESTWOOD DR, , ,{A23DFBE6-EA25-4503-8B8F-6E84D09CB2B7}
9120,2537.0,UNIVERSITY,DR,327,331,332,1590,BST,Local,Y,29.0,0.01572,WESTWOOD DR,WESTWOOD DR, , ,{35BFD714-8296-4A05-A2D0-8743ABEFF30D}
9121,2537.0,UNIVERSITY,DR,301,325,326,1591,BST,Local,Y,29.0,0.23263, , ,RANSOM ST,RANSOM ST,{90EF35E4-7542-4A05-B18B-4A5B05D46EDC}
9122,679.0,DOGWOOD,DR,531,533,0,1593,BST,Local,N,25.0,0.03837,CHASE PARK RD, ,WOODLAND AVE, ,{29E70C8A-0060-4739-A89F-16718FAB9F12}
9123,2699.0,WOODLAND,AVE,795,799,798,1594,BST,Local,Y,25.0,0.00515,VALENTINE LA, ,DOGWOOD DR,DOGWOOD DR,{FB8DC54A-A211-45BC-9B33-A6090B3BBA0E}
9124,679.0,DOGWOOD,DR,535,537,538,1595,BST,Local,N,25.0,0.01805,WOODLAND AVE, ,DOGWOOD CT, ,{D2621501-8822-429F-A19F-1053DE1CEF21}
9125,2610.0,WESTWOOD,DR,421,423,424,1596,BST,Local,Y,26.0,0.06144,DOGWOOD DR, ,DOGWOOD DR, ,{E649AFED-CF99-4F62-B3DA-430FF01D06A1}
9126,2610.0,WESTWOOD,DR,425,427,428,1597,BST,Local,Y,26.0,0.03098,DOGWOOD DR, ,DOGWOOD DR, ,{335565E0-A7E5-4C71-B458-0CBF63D4E387}
9127,679.0,DOGWOOD,DR,539,541,542,1598,BST,Local,N,25.0,0.02339,DOGWOOD CT, ,WESTWOOD DR,WESTWOOD DR,{45543075-27F6-4B36-B32C-211DF7CB7984}
9128,679.0,DOGWOOD,DR,0,0,548,1599,BST,Local,N,25.0,0.02797,DOGWOOD CT, ,WESTWOOD DR,WESTWOOD DR,{3270ED89-B89B-493F-BE58-B91EB3751831}
9129,2610.0,WESTWOOD,DR,429,433,434,1600,BST,Local,Y,26.0,0.06567,DOGWOOD DR, ,S. COLUMBIA ST, ,{D0A8108A-4AE7-446B-894A-8EAF6F44CB6C}
9130,1763.0,OLD PITTSBORO,RD,801,815,816,1601,BST,Local,Y,23.0,0.12685,VALENTINE LN, ,SMITH AVE, ,{161C8186-BD16-4821-B209-66510F252DF8}
9131,1763.0,OLD PITTSBORO,RD,817,823,822,1602,BST,Local,Y,23.0,0.08455,SMITH AVE, ,COOLIDGE ST,COOLIDGE ST,{851B7251-C8F3-4955-BBCF-EBCD77F9ABCD}
9132,398.0,COOLIDGE,ST,397,399,398,1603,BST,Local,N,17.0,0.02291,OLD PITTSBORO RD, ,S. COLUMBIA ST, ,{BF135A6C-4996-44EE-A30F-C73B3A89B3F4}
9133,398.0,COOLIDGE,ST,401,415,416,1604,BST,Local,N,17.0,0.13916,OLD PITTSBORO RD, ,DAWES ST, ,{2B28C634-3EAF-4DEB-9B56-B348AB1D1A35}
9134,2240.0,SMITH,AVE,417,419,420,1605,BST,Private,N,18.0,0.03108,DAWES ST, , , ,{A091D78D-5EBA-4B63-AADA-C12C177518E3}
9135,2240.0,SMITH,AVE,413,415,414,1606,BST,Local,N,18.0,0.04346,WOODLAND AVE, ,DAWES ST, ,{90CA3861-C8FF-43D3-B3B7-5E35D1B627F9}
9136,2240.0,SMITH,AVE,401,411,410,1607,BST,Local,N,18.0,0.09383,OLD PITTSBORO RD, ,WOODLAND AVE, ,{7A4CD190-F013-4313-8458-4C70ECD7B47B}
9137,2699.0,WOODLAND,AVE,801,815,816,1608,BST,Local,Y,25.0,0.13318,VALENTINE LA, ,SMITH AV,SMITH AV,{0DA6388B-CA90-4BB6-8D71-4E53A68D24DC}
9138,466.0,CULBRETH,RD,251,259,260,1611,BST,Collector,,20.0,0.11972,MONTCLAIR WAY, ,COBBLERIDGE DR, ,{EB971C86-68D7-42A7-AC17-7F15047AAC90}
9139,3519.0,MONTCLAIR,WAY,101,103,104,1612,BST,Local,Y,,0.06027,WESTBURY DR, ,CULBRETH RD, ,{6E62712D-E822-4BBC-85FB-B3EE92C91843}
9140,466.0,CULBRETH,RD,247,249,248,1613,BST,Collector,,20.0,0.07916,WEYER DR, ,MONTCLAIR WAY, ,{7A7007F9-BC55-49B7-A2EF-0A34CFA74B5D}
9141,466.0,CULBRETH,RD,241,245,244,1614,BST,Collector,,20.0,0.13618,ADAMS WAY, ,WEYER DR, ,{8500AC5C-B367-46C5-99A2-0225F9D568B5}
9142,466.0,CULBRETH,RD,227,239,238,1616,BST,Collector,,,0.10551,SOUTHBRIDGE DR, ,ADAMS WAY, ,{49CB18E7-B84A-4303-B408-991CE8626DF5}
9143,466.0,CULBRETH,RD,211,225,224,1617,BST,Collector,,,0.11127,SOUTHBRIDGE DR, ,CULBRETH PARK, ,{4D26327C-2FAF-4F1C-AF06-ED22222A1BC4}
9144,466.0,CULBRETH,RD,207,209,208,1618,BST,Collector,,,0.13513,CHANNING LN, ,CULBRETH PARK, ,{844D01F4-3588-4A86-A677-4A840C887467}
9145,1612.0,MT CARMEL CHURCH,RD,100,120,119,1619,BST,Collector,N,20.0,0.15785,US 15-501, ,OLD BRIDGE LN, ,{5FEBC4C0-603E-4640-9514-7A6CA0B79652}
9146,1612.0,MT CARMEL CHURCH,RD,122,198,199,1620,BST,Collector,N,20.0,0.08466,OLD BRIDGE LN, ,MALLARD CT, ,{C00A5808-C66C-459B-836B-BA18C327C485}
9147,1612.0,MT CARMEL CHURCH,RD,200,298,299,1621,BST,Collector,N,20.0,0.06302,MALLARD CT, ,LOMBARD DR, ,{1F7F53CE-555C-4589-B880-B36EF9BA3A32}
9148,1612.0,MT CARMEL CHURCH,RD,300,398,399,1622,BST,Collector,N,20.0,0.06707,LOMBARD DR, ,BENNETT RD, ,{94FF0F7E-825D-4FBF-A8E8-A3223904C80E}
9149,1612.0,MT CARMEL CHURCH,RD,400,598,599,1623,BST,Collector,N,20.0,0.25592,BENNETT RD, ,OLD LYSTRA RD, ,{7A5F2083-C0E5-41BE-9962-94C21C1AA623}
9150,1612.0,MT CARMEL CHURCH,RD,600,830,831,1624,BST,Collector,N,20.0,0.40596,MT CARMEL CHURCH RD, ,OLD LYSTRA RD, ,{5A129C47-2A4D-4BA6-AB99-BAFD1CB67510}
9151,1612.0,MT CARMEL CHURCH,RD,900,930,931,1625,BST,Collector,N,,0.12131,HILLSIDE DR, ,PARKER RD, ,{0362BA32-5D72-4C25-81BA-292DFA47857C}
9152,1612.0,MT CARMEL CHURCH,RD,1000,1116,1117,1626,BST,Collector,N,,0.20198,HILLSIDE DR, ,PARKER RD, ,{80ECD864-25E1-4936-A6B6-752A6C5B94F1}
9153,1829.0,PARKER,RD,153,205,206,1633,BST,Collector,,,0.19245,ARBORETUM DR, ,EDGEWOOD RD, ,{41CDB03B-5129-43C2-AB80-0B549C6CA77E}
9154,1829.0,PARKER,RD,207,219,218,1634,BST,Collector,,,0.03726,EDGEWOOD RD, ,TRADESCANT DR, ,{F579EC88-FD62-4E5E-8ADE-33B4907B1469}
9155,1829.0,PARKER,RD,221,231,230,1635,BST,Collector,,,0.08356,TRADESCANT DR, ,HUNTERS RIDGE RD, ,{13C8577F-DBFD-4500-AF39-DB30F231404B}
9156,1829.0,PARKER,RD,233,241,242,1636,BST,Collector,,,0.0953,HUNTERS RIDGE RD, ,RHODODENDRON DR, ,{654B18EE-C059-44BC-A9DA-71FEE8DFBCE0}
9157,480.0,ARBORETUM,DR,1413,1443,1444,1646,BST,Collector,,,0.30916,POINSETTA DR, ,CHESTNUT RD, ,{6CEA9FDD-C8F7-4B03-8554-BF38A29FE5DC}
9158,480.0,ARBORETUM,DR,1407,1411,1412,1647,BST,Collector,,,0.10238,CHESTNUT RD, ,POINSETTA DR, ,{BF729DAB-AFE4-4EB4-B80A-D07B4AC41847}
9159,480.0,ARBORETUM,DR,1401,1401,1400,27060,BST,Collector,,,0.06144,POINSETTA DR, ,BAYBERRY DR, ,{5B2011EA-9BFE-4EC9-B6EC-3E82D202D591}
9160,509.0,AZALEA,PL,101,103,102,1654,BST,Local,,,0.03125,AZALEA DR,AZALEA DR, , ,{0F9469A1-39DC-467E-9FBA-51B3F307BA50}
9161,1733.0,OLD BRIDGE,LN,101,117,120,1675,BST,Local,Y,27.0,0.09709,MT. CARMEL CHURCH RD,MT. CARMEL CHURCH RD, , ,{3E6EC48F-2EA0-492D-A2A9-C7B3ABFE1246}
9162,1441.0,MALLARD,CT,101,139,140,1676,BST,Local,Y,27.0,0.16241,MT. CARMEL CHURCH RD,MT. CARMEL CHURCH RD, , ,{3C912F36-75FA-4D08-A32D-EB46CD0DEC9A}
9163,1402.0,LOMBARD,DR,95,97,96,1677,BST,Local,Y,27.0,0.03197,MT. CARMEL CHURCH RD, ,HAYWORTH DR, ,{37197D12-8E7B-4B64-B057-E8BB92B422FF}
9164,1046.0,HAYWORTH,DR,101,121,120,1678,BST,Local,Y,24.0,0.18927,LOMBARD DR, , , ,{9FBE1006-C686-42E1-A1E2-B9010FBB92F7}
9165,1402.0,LOMBARD,DR,99,101,100,1679,BST,Local,Y,27.0,0.06147,HAYWORTH DR, ,MIRAMAR PL, ,{56EFAF01-BA8E-4F6D-A59B-B8F9ACF499B2}
9166,1402.0,LOMBARD,DR,103,105,106,1680,BST,Local,Y,27.0,0.06603,OAK PARK DR, ,OAK PARK DR, ,{BDE2E523-6E2E-4E18-820C-83685ACE4E4C}
9167,1577.0,MIRAMAR,PL,101,105,104,1681,BST,Local,Y,24.0,0.03248,LOMBARD DR, , , ,{A5CF7DB8-BFC8-4027-8565-E4F5354AD0F7}
9168,1709.0,OAK PARK,DR,101,103,102,1682,BST,Local,Y,27.0,0.0416,VAN DOREN PL, ,LOMBARD DR, ,{238DFABB-0AF4-4F6C-92FF-7DF3080376AA}
9169,1709.0,OAK PARK,DR,105,107,106,1684,BST,Local,Y,27.0,0.04389,JOYLN PL, ,VAN DOREN PL, ,{55B0D525-6793-4B59-AC4E-55071535AFF0}
9170,1218.0,JOLYN,PL,101,105,104,1685,BST,Local,Y,24.0,0.01636,OAK PARK DR, , , ,{CA83AB61-6338-4EAE-B1FD-D56BC9D8DF07}
9171,1709.0,OAK PARK,DR,199,201,198,1686,BST,Local,Y,27.0,0.02339,LOMBARD DR, ,WINDORAH PL, ,{7BDB6C96-14D4-4299-A1D3-29D89DFE64A5}
9172,1709.0,OAK PARK,DR,109,111,110,1687,BST,Local,Y,27.0,0.03218,WINDORAH PL, ,JOYLN PL, ,{8CD3EA7B-921C-4358-BBF0-F34586560C0D}
9173,2672.0,WINDORAH,PL,101,105,104,1688,BST,Local,Y,24.0,0.02755,OAK PARK DR, , , ,{9EC3E39E-165E-4564-9D11-CCD20107A0EB}
9174,1709.0,OAK PARK,DR,203,207,206,1689,BST,Local,Y,24.0,0.04857,LOMBARD DR, , , ,{306CCDA7-6EE2-484C-A6C0-6463F08F8715}
9175,4039.0,LINDEN,RD,900,924,925,1695,Unpaved,Private,N,,0.33751,MT CARMEL CHURCH RD, ,MT CARMEL CHURCH RD, ,{9E79BA88-A4AC-4873-8887-707B4BD710C5}
