OBJECTID,StreetID,Name,Type,LeftFrom,LeftTo,RightTo,SegmentID,Surface,Class,Curb,Width,Miles,Cross1,Cross12,Cross2,Cross22,GlobalID
871,508.0,AZALEA,DR,301,315,314,1653,BST,Local,,,0.21783,BAYBERRY DR, ,AZALEA PL, ,{DB25B5FD-0945-4266-B9BF-799A1399309E}
872,508.0,AZALEA,DR,317,333,332,1655,BST,Local,,,0.26656,AZALEA PL, ,BAYBERRY DR, ,{13137077-5026-40E1-9F32-A50E908D4E90}
873,537.0,BAYBERRY,DR,501,501,500,1657,BST,Local,,,0.04977,CHESTNUT RD, ,,GREYBLUFF TRL,{3A53D9D4-3B2D-4BC9-855B-EC2096153B55}
874,677.0,DOGWOOD ACRES,DR,81,81,54,1658,BST,Collector,No,,0.05232,CIRCLE DR, ,CIRCLE DR, ,{7E45CB22-2ADC-434C-9DEB-619D0981AF8E}
875,677.0,DOGWOOD ACRES,DR,55,77,78,1659,BST,Collector,No,,0.30343,US 15-501,US 15-501,CIRCLE DR, ,{F77682F7-DCD8-483C-B0A4-938F9B6A60FF}
876,677.0,DOGWOOD ACRES,DR,201,207,250,1660,BST,Collector,No,,0.07225,,ALSTON DR,,NORTH CIRCLE DR,{10128465-A816-41DB-9D9C-6ADA1ABA81B4}
877,2847.0,SMITH LEVEL,RD,801,825,824,1661,BST,Arterial,,,0.0992,RAY RD, ,ANTLER POINT RD, ,{34AD34D1-2C1F-4B9B-8EEC-EACD3FCD9590}
878,2847.0,SMITH LEVEL,RD,827,855,870,1662,BST,Arterial,,,0.18192,ANTLER POINT RD, ,DAMASCUS CHURCH RD, ,{08F249EE-1819-428D-A44B-77866BB2E225}
879,2847.0,SMITH LEVEL,RD,901,949,950,1663,BST,Arterial,,,0.16963,NORTHSIDE DR, ,DAMASCUS CHURCH RD, ,{FB59911A-C10A-4D9C-B1A0-1F2BD1AC1761}
880,2847.0,SMITH LEVEL,RD,1003,1025,1024,1664,BST,Arterial,,,0.08804,,NORTHSIDE DR,,DOGWOOD ACRES DR,{19B6910A-4566-4150-BBCF-A9570910C672}
881,2847.0,SMITH LEVEL,RD,1101,1159,1160,1665,BST,Arterial,,,0.28491,DOGWOOD ACRES DR, ,WOODWARD WAY, ,{16A95094-C14F-4548-A982-78C3F8E5E2CD}
882,2710.0,WOODWARD,WAY,101,149,150,1666,BST,Local,No,,0.21584,SMITH LEVEL RD, ,CIRCLE DR, ,{6792E83D-38E3-43E6-A1CC-0B72248E2513}
883,2847.0,SMITH LEVEL,RD,1401,1449,1450,1667,BST,Arterial,,,0.19287,CLARENCE DR, ,OLD LEGACY LN, ,{8D23EF3B-C718-4E9F-B189-AF88D5F4C904}
884,2847.0,SMITH LEVEL,RD,1451,1475,1474,1668,BST,Arterial,,,0.10537,OLD LEGACY LN, ,PRINCETON DR, ,{E674CF5C-102D-4B4A-B152-48594B21B234}
885,2847.0,SMITH LEVEL,RD,1501,1549,1550,1669,BST,Arterial,,,0.21006,PRINCETON DR, ,,YORKTOWN DR,{BAD0E122-9851-4EDD-9D40-0F8F30D39E14}
886,2847.0,SMITH LEVEL,RD,1601,1635,1634,1670,BST,Arterial,,,0.17869,LEXINGTON DR, ,YORKTOWN DR, ,{D0657DDC-B09C-4374-B9D2-6F7072CDA648}
887,350.0,CLEARWATER FARM,TRL,1201,1215,1216,1672,Unpaved,Private,No,,0.17338,CLEARWATER LAKE RD, , , ,{2003E2BF-E0A9-48C6-9A9D-5C4579F79426}
888,1149.0,HUMMINGBIRD,HL,1200,1224,1225,1673,Unpaved,Private,No,,0.13671,CLEARWATER LAKE RD,CLEARWATER LAKE RD, , ,{7A28AF2D-49B5-4F5B-B5CD-5E4E3CC4371A}
889,1447.0,MANGUM,CT,1900,2228,2229,1674,BST,Collector,N,,0.748,MT CARMEL CHURCH RD,MT CARMEL CHURCH RD, , ,{A0A987BA-496C-46D5-BEC8-15C97C1BAEF7}
890,2506.0,VAN DOREN,PL,101,105,104,1683,BST,Local,Y,24.0,0.03628,OAK PARK DR, , , ,{4671E7AF-7260-4C40-9A67-0D8640046570}
891,2236.0,SLEEPY HOLLOW,RD,500,698,699,1690,Unpaved,Private,,,0.27404,MADISON WOMBLE RD,MADISON WOMBLE RD,WOODBRIDGE WAY, ,{AA79AC91-7CB2-446B-8700-20FD94F025E2}
892,3182.0,WOODBRIDGE,RD,1201,1219,1220,1691,Unpaved,Private,,,0.09912, , ,SLEEPY HOLLOW RD,SLEEPY HOLLOW RD,{9DF09049-285B-425C-84A8-2BA4924DB78F}
893,2236.0,SLEEPY HOLLOW,RD,700,728,727,1692,Unpaved,Private,,,0.37041,WOODBRIDGE WAY, , , ,{E2FE544E-BE86-42A5-AA62-9E7BF5E66175}
894,1092.0,HILLSIDE,DR,1000,1028,1027,1693,BST,Local,,,0.1531,MT CARMEL CHURCH RD, ,CRESTVIEW LN, ,{7D748BD5-B4C3-493F-83B1-D8B7CE641301}
895,1092.0,HILLSIDE,DR,1030,1050,1049,1694,BST,Local,,,0.04671,CRESTVIEW LN, , , ,{FC25D59F-4566-4B77-8C77-4A8E1170C3F8}
896,3496.0,MILAN,DR,1001,1009,1010,1696,BST,Private,N,,0.07158,OLD LYSTRA RD, ,CARSON WAY, ,{5AB52BF3-5748-4053-8750-433182805A25}
897,3497.0,CARSON,WAY,1001,1005,1004,1697,BST,Private,N,,0.02963,MILAN DR, , , ,{0C266360-D807-450A-A984-B46569E4BA38}
898,3496.0,MILAN,DR,2001,2011,2012,1698,BST,Private,N,,0.09078,CARSON WAY, , , ,{4A46A1EF-065F-46F4-89DC-EFCDED4383BE}
899,1122.0,HOMEPLACE,DR,600,742,741,1699,Unpaved,Private,No,,0.44712, , ,LYSTRA RD,LYSTRA RD,{E2EDF3FD-B2CE-42D0-9C56-29B2CB35DE70}
900,789.0,FAIRFIELD,DR,900,970,971,1700,Unpaved,Private,No,,0.47677,LYSTRA RD,OLD ORCHARD RD, , ,{36652D76-603C-4741-A71F-A9D0ECCAE23A}
901,3609.0,SUN FOREST,WAY,0,0,0,1701,,Private,,,0.01652,OLD LYSTRA RD, , , ,{22711B05-C327-4B3B-91AD-B5A08E0EE844}
902,3609.0,SUN FOREST,WAY,1,1,60,1702,,Private,,,0.03481,OLD LYSTRA RD, , , ,{EBA84E1C-05CB-44CA-B868-0406E6EB08F7}
903,1591.0,MORGAN BLUFF,LN,101,105,106,1714,BST,Private,N,,0.07369, , , , ,{F58CAD78-91AF-438A-8D72-C19C6AA71D5C}
904,1913.0,POINSETT,DR,1401,1447,1448,1715,BST,Local,,,0.4304,ARBORETUM DR,ARBORETUM DR,ARBORETUM DR,ARBORETUM DR,{55F44E4E-9E4D-41BA-924E-BD151BD8FE47}
905,1327.0,LANIER,DR,1,17,18,1719,BST,Local,,,0.32582,ARBORETUM DR,ARBORETUM DR,TRADESCANT DR,TRADESCANT DR,{B8C64B7A-42F0-4714-BBC0-03D37E597A30}
906,1154.0,HUNTERS RIDGE,RD,99,103,104,1720,BST,Local,,,0.11274,PARKER RD,PARKER RD,HUNTER HILL PL, ,{C7A2103A-954B-4297-A4AF-7E04721476BA}
907,1154.0,HUNTERS RIDGE,RD,105,105,108,1721,BST,Local,,,0.07621,HUNTER HILL PL, ,TURNAGE RD, ,{F58C71F1-9225-4118-8997-E7C312AF47CC}
908,1154.0,HUNTERS RIDGE,RD,107,129,138,1722,BST,Local,,,0.50394,TURNAGE RD, ,TURNAGE RD, ,{43919CFD-54D8-4679-B6CF-91F10077B408}
909,3049.0,TURNAGE,RD,101,105,104,1723,BST,Local,,,0.10904,HUNTER'S RIDGE RD, , , ,{212EAA60-7C42-4FA4-A63A-4F067374BC35}
910,3049.0,TURNAGE,RD,107,109,110,1724,BST,Local,,,0.04141,HUNTER'S RIDGE RD, , , ,{19DB918B-8AA8-4791-93D9-7EE132D389F2}
911,2745.0,MANNING,DR,701,749,748,1729,BST,Local,Y,55.0,0.08766,MORGAN CREK RD,WOODBINE DR,COKER DR, ,{CF4E47DC-59C7-489D-B717-C89DCF893CF1}
912,532.0,BARTRAM,DR,2,2,9,1737,BST,Local,N,16.0,0.09306,SHADY LA, , , ,{CA7C8EE5-95F3-4E29-BCE5-BD7CCEED9FCF}
913,2023.0,RHODODENDRON,DR,401,407,406,1738,BST,Local,,,0.09489,SERRANO WAY, ,PARKER RD, ,{64524503-4C19-4646-A319-B3C4FBFC0ABB}
914,2023.0,RHODODENDRON,DR,301,311,312,1739,BST,Local,,,0.15132,BOLINAS WAY, ,SERANNO WAY, ,{905575E1-55DF-4054-AD0A-3F6328E0E5ED}
915,2023.0,RHODODENDRON,DR,201,217,218,1740,BST,Local,,,0.16558,MADERA LN, ,BOLINAS CT, ,{BFFB323E-6E9F-47CB-8261-BC62F3DDF6C1}
916,1433.0,MADERA,LN,201,207,206,1747,BST,Local,,,0.12061,MAJESTIC CT, ,CHIMENEAS PL, ,{640533B3-70F8-4AFB-B2DD-C04A36339CCE}
917,1433.0,MADERA,LN,301,313,304,1748,BST,Local,,,0.12307,CHIMENEAS PL, , , ,{B8E4D8C3-F55D-4319-A483-C63274E65C82}
918,481.0,ARBUTUS,PL,101,109,108,1750,BST,Private,,,0.04258,RHODODENDRON DR, , , ,{82F8062A-F96A-495F-B489-D1A0D3E40376}
919,464.0,CULBRETH,CIR,112,118,110,1756,BST,Local,,27.0,0.04663,CULBRETH PARK,CULBRETH PARK, , ,{777BFCB4-F160-4D59-88B5-C8AB6D125624}
920,3054.0,SOUTHBRIDGE,DR,1,99,98,1769,BST,Local,,27.0,0.04875,WESTBURY DR,WESTBURY DR,CULBRETH RD,CULBRETH RD,{2BAE502F-25F2-4197-8127-9267D384EE82}
921,2601.0,WESTBURY,DR,0,0,0,1770,BST,Local,,27.0,0.02533,SOUTHBIRDGE DR, ,WESTBURY CT,BRISTOL DR,{F976C413-452E-40EB-A185-63D8ADAACF34}
922,2571.0,WAVE,RD,0,0,1003,1776,BST,Private,,,0.03845,US 15-501,US 15-501, , ,{9F71E9F2-00A9-4C3B-A734-532D96AD5915}
923,2571.0,WAVE,RD,901,901,900,1777,BST,Local,,,0.04195,WAVE RD, , , ,{4B4624CA-CF99-4BE8-8FE9-39F13388FAC4}
924,1470.0,MARKET,ST,301,309,310,1782,BST,Collector,Y,,0.06476, , , , ,{7B85B68E-EAF5-4EDA-A22A-955D52DEF030}
925,1470.0,MARKET,ST,701,719,718,1789,BST,Collector,,,0.06489,ABERDEEN DR, ,KILDAIRE RD, ,{2CCA7C27-5999-48AA-B097-ED1E2A3AB03C}
926,1264.0,KILDAIRE,RD,501,501,500,1790,BST,Private,Y,,0.06282, , , , ,{1BCC9EF4-6134-42F9-B816-9496A8F938A1}
927,483.0,ARLEN PARK,DR,101,111,106,1818,BST,Collector,Y,,0.0995, , , , ,{6301492E-E585-4EED-A2DA-4DD0E84AD47F}
928,483.0,ARLEN PARK,DR,113,117,204,1819,BST,Collector,Y,,0.04549, , , , ,{574C7F06-1137-413F-9525-9D2BF8A3D7D4}
929,1677.0,NEWELL,ST,101,105,106,1820,BST,Local,Y,,0.03571, , , , ,{7BC8CA11-4F09-40B5-B486-BF2BFED294CA}
930,2105.0,SOUTH CIRCLE,DR,1,9,8,1827,BST,Local,No,,0.16488,CIRCLE DR,CIRCLE DR,CIRCLE DR,EAST DR,{F6E6E397-3EF8-4569-BAB8-C5074F0E8E28}
931,583.0,ALSTON,DR,5,17,16,1828,Unpaved,Private,No,,0.1282,DOGWOOD ACRES DR, , , ,{4CC04518-8538-4645-8538-ECAC4B7973BB}
932,2105.0,SOUTH CIRCLE,DR,11,13,12,1829,BST,Local,No,,0.10098,WOODWARD WY,WOODWARD WY,EAST DR,WOODWARD WY,{4388B70B-893E-4210-90CE-D0ACEECBD3B1}
933,2710.0,WOODWARD,WAY,1,9,8,1830,BST,Local,No,,0.13731,WOODWARD WAY, ,SOUTH CIRCLE, ,{6D8DC58C-003D-405C-91BD-8F61862C47B4}
934,2710.0,WOODWARD,WAY,36,38,40,1831,BST,Local,No,,0.08725,NORTH CIRCLE, ,WOODWARD WAY, ,{FDC38A23-8969-4DFE-9E18-6A7509FC7AD3}
935,1632.0,NORTH CIRCLE,DR,41,57,58,1832,BST,Local,No,,0.16616, , ,DOGWOOD ACRES DR,DOGWOOD ACRES DR,{B119C257-8AEF-44F9-B51A-7D79FAA067A7}
936,1692.0,NORTHSIDE,DR,391,399,398,1833,BST,Local,No,,0.04614,CARLTON DR, ,DOGWOOD ACRES DR, ,{CA4E3798-F288-4710-8C7A-B74955AF28A4}
937,1692.0,NORTHSIDE,DR,401,449,448,1834,BST,Local,No,,0.26488,SMITH LEVEL RD,SMITH LEVEL RD,CARLTON DR, ,{A43EA1E1-B874-4043-A895-70C12B0EEDE0}
938,234.0,CARLTON,DR,301,375,374,1835,BST,Local,No,,0.33824,NORTHSIDE DR,NORTHSIDE DR, , ,{C0ACD68B-6535-4A7D-8F3B-49668DBB3FCD}
939,2485.0,UNWIN,PL,99,101,100,1842,BST,Local,Y,,0.02426, , , , ,{7E40C824-7228-4016-87F6-D689B1DAC0E9}
940,1075.0,HIGHGROVE,DR,1101,1149,1150,1845,BST,Local,,,0.05568,HIGHGROVE DR, ,GLENHAVEN DR, ,{42CAF4CD-24BC-4751-912E-7431E0978181}
941,3191.0,BIXLEY,DR,101,301,300,1864,Unpaved,Local,Y,27.0,0.0263, , , , ,{B6CDFA39-A60E-4319-B544-432FE0569432}
942,2365.0,SYKES,ST,401,415,416,1884,BST,Local,Y,27.0,0.06648,GOMAINS AV, ,CRAIG ST, ,{23657B6C-56E8-4BEC-ACCA-EE33F021201D}
943,2365.0,SYKES,ST,601,623,624,1886,BST,Local,Y,27.0,0.09125,GOMAINS AVE, , , ,{E83D8849-9372-421F-8EE7-6776D9F79886}
944,3030.0,VILLAGE,DR,0,0,0,1890,BST,Local,N,20.0,0.05833,FAIR OAKS CIR, ,ESTES DR,ESTES DR,{A5F9649D-E952-4BBF-95A5-09E859D44B9B}
945,3030.0,VILLAGE,DR,0,0,0,1891,BST,Local,N,20.0,0.06493,FAIR OAKS CIR, ,FAIR OAKS CIR, ,{21B82833-EA60-47CB-AC69-4F8014FDBFBD}
946,3030.0,VILLAGE,DR,0,0,0,1892,BST,Local,N,20.0,0.06846,OAKLAND LA, ,FAIR OAKS CIR, ,{1606F946-BB0C-481F-85B6-0A0CC0375E56}
947,3030.0,VILLAGE,DR,0,0,0,1893,BST,Local,N,20.0,0.05822,RIDGE TRL, ,OAKLAND LA, ,{569E31B7-D3A2-474D-A5BC-7A4CB143073C}
948,3030.0,VILLAGE,DR,0,0,0,1894,BST,Local,N,20.0,0.03127,RIDGE TRL, ,RIDGE TRL, ,{77483CD0-DB1C-459B-8879-38C1AB245100}
949,3030.0,VILLAGE,DR,0,0,0,1895,BST,Local,N,20.0,0.01515,JAY ST, ,RIDGE TRL, ,{E709B915-A54C-4A1C-9E53-BFE41540AEB3}
950,3030.0,VILLAGE,DR,0,0,0,1896,BST,Local,N,20.0,0.04298,BLUFF TRL, ,JAY ST, ,{3F114426-90AD-45E3-B638-975EBC9F12DA}
951,3030.0,VILLAGE,DR,0,0,0,1897,BST,Local,N,20.0,0.09671,WINDING CREEK LA, ,BLUFF TRL, ,{1F59DC80-6AE2-4C7F-B48D-416EF4AC7057}
952,3030.0,VILLAGE,DR,0,0,0,1898,BST,Local,N,20.0,0.0407,UMSTEAD DR, ,WINDING CREEK LA, ,{B7FC95B0-999A-4230-82E9-B13A82805D06}
953,790.0,FAIROAKS,CIR,401,461,462,1903,BST,Private,,0.0,0.13986,VILLAGE DR,VILLAGE DR,VILLAGE DR,VILLAGE DR,{0A3888ED-5DB1-4EA4-B922-386BFE91A898}
954,1718.0,OAKLAND,LN,299,311,312,1904,BST,Private,,0.0,0.0429,VILLAGE DR,VILLAGE DR, , ,{6F43FC78-AD91-4399-BCA8-006E1AE4FA7A}
955,2034.0,RIDGE,TRL,99,235,300,1905,BST,Private,,0.0,0.22605,VILLAGE DR,VILLAGE DR,VILLAGE DR,VILLAGE DR,{1905BD2E-4B2B-4C20-8B0A-BC322D1EA86D}
956,2671.0,WINDING CREEK,LN,1,7,8,1906,Unpaved,Private,,0.0,0.05559,VILLAGE DR,VILLAGE DR, , ,{04A4766F-3585-4EE2-A37C-38E84FBEA0C3}
957,1503.0,MCDADE,ST,101,125,124,1914,BST,Private,,,0.03313, , , , ,{4009DBA9-0855-4E1F-893A-B48297D3799F}
958,3273.0,AMITY,CT,1,7,6,1931,Unpaved,Private,No,,0.06953, , , , ,{9A9C0EF3-15DB-4EBB-A98B-6ACF106FB974}
959,1579.0,MITCHELL,LN,203,219,220,1932,BST,Collector,,27.0,0.08023,W. ROSEMARY ST, ,LINDSAY ST, ,{2BC8C0FE-32ED-49FA-A258-828BD5C0D821}
960,1633.0,COLUMBIA,ST,701,719,732,1950,BST,Collector,N,22.0,0.1347,PRITCHARD AV,LONGVIEW ST,, ,{6C788AFB-5C96-4794-8E18-5C5E9AB9037A}
961,1633.0,COLUMBIA,ST,801,815,760,1951,BST,Collector,N,22.0,0.05909,N. COLUMBIA ST,LONGVIEW ST,COLUMBIA  PLACE DR, ,{CA9D4B44-D03E-4CA8-8268-280C9FC4B01E}
962,2584.0,WEINER,ST,0,0,0,1963,BST,Local,N,21.0,0.00748,SEVERIN ST, ,BARCLAY RD, ,{70154E75-71F7-4616-A540-F13C8F9A34D7}
963,1931.0,POWELL,ST,0,0,0,1964,BST,Local,N,18.0,0.00486,BARCLAY RD, , , ,{798F8741-3139-4036-BD6C-B5384C8E61D7}
964,2560.0,WARD,ST,791,799,798,1980,BST,Local,N,21.0,0.07863,SEVERIN ST,SEVERIN ST,BARCLAY RD,BARCLAY RD,{7FCEFFD0-0E0C-40BB-9660-CBFB70149D3E}
965,2560.0,WARD,ST,801,833,832,1981,BST,Local,N,19.0,0.12734,BARCLAY RD, , , ,{EC10AE89-6D7A-4BBD-A62F-4A229EF03346}
966,2734.0,AIRPORT,DR,112,198,199,1983,BST,Local,N,19.0,0.1168,BRANCH ST, ,ESTES DR,ESTES DR,{3C809DD0-3ABE-468B-806F-F6B833287866}
967,1176.0,IRONWOODS,DR,101,103,104,1990,BST,Local,Y,33.0,0.04405,WOODLEAF DR, , , ,{9A64F1BD-2440-4055-AFD7-8D966F67F5E1}
968,1176.0,IRONWOODS,DR,105,137,136,1992,BST,Local,Y,33.0,0.16797, , , , ,{D179BF5B-68AA-4274-9326-3EE5CBC27EE3}
969,1176.0,IRONWOODS,DR,201,209,212,1993,BST,Local,Y,33.0,0.07718, , ,DARTMOUTH CT, ,{525B4B1B-944F-4731-BDB7-7B166DB8079D}
970,1176.0,IRONWOODS,DR,305,313,416,1995,BST,Local,Y,33.0,0.08622,BIRCHCREST PL, ,BOLTON PL, ,{AEA40BBF-0ABD-4327-A8DF-EEC92485364A}
971,1176.0,IRONWOODS,DR,401,409,512,1996,BST,Local,Y,33.0,0.07367,BOLTON PL, ,HARDWICK PL, ,{167F5C61-F381-4E1C-A0EE-C9FCD78F435A}
972,1176.0,IRONWOODS,DR,411,419,608,1998,BST,Local,Y,33.0,0.06249,HARDWICK PL, ,EASTRIDGE PL, ,{2362A07E-B91F-4F26-B66D-1A708C8B1441}
973,1176.0,IRONWOODS,DR,421,423,616,2000,BST,Local,Y,33.0,0.0344,EASTRIDGE PL, ,EMORYWOOD PL, ,{D0831CFF-BA96-436B-A53A-07B8B1AD5443}
974,1176.0,IRONWOODS,DR,425,431,630,2001,BST,Local,Y,33.0,0.05532, , ,EMORYWOOD PL,BURLWOOD PL,{ADF4DCC6-A552-45ED-A77B-960CE895ADC3}
975,762.0,EMERYWOOD,PL,101,113,112,2003,BST,Local,Y,27.0,0.06302,BURLWOOD PL,IRONWOODS DR, , ,{22323EC5-E6F2-4FF7-90E6-136B9E756705}
976,229.0,CARDIFF,PL,101,107,0,2009,BST,Local,Y,27.0,0.04943,BRIGHTON CT,IRONWOODS DR,OLDHAM PL, ,{F974DFE8-7DD6-43BC-82EC-E56B0DF78C82}
977,229.0,CARDIFF,PL,109,115,106,2010,BST,Local,Y,27.0,0.04666,OLDHAM PL, , , ,{D8ED1EB3-F645-450D-B80E-0229964BB750}
978,614.0,DAMASCUS CHURCH,RD,202,498,499,2030,,Local,,,0.28623,JONES FERRY RD,JONES FERRY RD,RIDGEWOOD RD, ,{D938273E-1A21-4AE9-8ED7-771B592880E4}
979,614.0,DAMASCUS CHURCH,RD,2400,2406,2405,2037,,Local,,,0.01399,MONTEREY VALLEY DR,LOVINGOOD LN,SMITH LEVEL RD,SMITH LEVEL RD,{28BB66BB-36AA-4B5F-B96D-B792C35FA083}
980,2730.0,YORKTOWN,DR,401,411,414,2038,BST,Local,No,,0.15488,BENNINGTON DR, ,SARATOGA TR,SARATOGA TR,{13B657E0-2D8C-436C-8BB7-E4B5BECC9D71}
981,2808.0,SARATOGA,TRL,1,9,10,2039,BST,Local,No,,0.03599, , ,YORKTOWN DR,YORKTOWN DR,{F1C48889-8D6A-4A09-9298-572BF2F018BB}
982,2730.0,YORKTOWN,DR,501,505,506,2040,BST,Local,No,,0.07148,SARATOGA TRL, ,YORKTOWN CT, ,{08A7E9FF-E1DE-4B1B-8BE4-554E3C86ACBF}
983,2730.0,YORKTOWN,DR,507,519,520,2041,BST,Local,No,,0.06556,YORKTOWN CT, ,COWPENS DR, ,{6C232F99-0A32-4521-B79B-63C49205C3D7}
984,2730.0,YORKTOWN,DR,601,621,620,2042,BST,Local,No,,0.21766,COWPENS DR, ,BRANDYWINE RD,BRANDYWINE RD,{9D806FD2-61FF-4919-B8D9-94D082B628AB}
985,2807.0,BRANDYWINE,RD,1,1,328,2043,BST,Local,,,0.02496,PRINCETON DR, ,SARATOGA TRL, ,{DBB1B602-8563-48B9-8C81-7B39584EFA3D}
986,2807.0,BRANDYWINE,RD,321,333,334,2044,BST,Local,No,,0.08471,BRANDYWINE RD, ,SARATOGA TRL, ,{45018FEB-FDDD-4D3F-8038-5316CB145EA1}
987,2807.0,BRANDYWINE,RD,401,417,418,2045,BST,Local,No,,0.16731,SARATOGA TRL, ,CONCORD DR, ,{AC8CE37F-051C-4609-BE5F-AB519D6EFBEC}
988,2807.0,BRANDYWINE,RD,501,503,502,2046,BST,Local,No,,0.0469,CONCORD DR, ,YORKTOWN DR, ,{BBA7EA0F-2956-4F3F-AFA7-FEF939997E66}
989,2807.0,BRANDYWINE,RD,505,507,508,2047,BST,Local,No,,0.05285,KINGS MOUNTAIN CT, ,YORKTOWN DR, ,{0103A0B2-77FE-42BF-BDC6-0774E39E0BFC}
990,2807.0,BRANDYWINE,RD,601,603,604,2048,BST,Local,No,,0.06957, , ,KINGS MOUNTAIN CT, ,{5229B6D4-F9BF-4A05-8659-7DB73C2A51F2}
991,3877.0,COWPENS,DR,100,102,103,2049,BST,Local,No,,0.02494, , , , ,{D408D6B7-D579-4105-A60C-09D6E7995DBA}
992,2809.0,CONCORD,DR,100,108,109,2050,BST,Local,No,,0.10026,BRANDYWINE RD,BRANDYWINE RD, , ,{7C4BF750-C489-4AA1-B572-39AB78082BA2}
993,2808.0,SARATOGA,TRL,11,19,20,2051,BST,Local,No,,0.07371,YORKTOWN DR,YORKTOWN DR,BRANDYWINE RD,BRANDYWINE RD,{F39B70CB-5997-439F-A50E-3F87E3811C6B}
994,3569.0,STONY BRANCH,TRL,200,298,299,2057,BST,Private,No,,0.03447,AMBERWOOD RD, , , ,{1E8E894C-1906-46FA-8558-5C3273C56C0F}
995,3569.0,STONY BRANCH,TRL,1,199,198,2058,BST,Private,No,,0.04636, , ,AMBERWOOD RUN, ,{F4A59F7F-19AC-4E4A-A8C8-DD81C0CD2430}
996,609.0,DAIRYLAND,RD,100,110,109,2079,,Arterial,,,0.04668,HOMESTEAD RD,OLD NC 86,CHEEKIE BOY LN, ,{0096BAF9-842C-4F0A-B6DA-B02591C1ADE4}
997,609.0,DAIRYLAND,RD,112,408,409,2080,Asphalt,Arterial,No,,0.27738,CHEEKIE BOY LN,OLD NC 86,VILLA DR, ,{5D9D5EA4-E4CF-4A57-9A50-515B9CFBB850}
998,609.0,DAIRYLAND,RD,410,550,549,2081,Asphalt,Arterial,No,,0.28442,VILLA DR, ,UNION GROVE CHURCH RD,LAUREL SPRINGS DR,{AF01777F-E84C-4A07-A0A2-58AF05D6C688}
999,2480.0,UNION GROVE CHURCH,RD,7700,7716,7717,2082,,Local,,,0.10809,MAPLE RIDGE DR, ,GLYNMORGAN WAY, ,{5C8B73A0-2D99-4FF8-A68B-21AC2C15B415}
1000,2480.0,UNION GROVE CHURCH,RD,7600,7630,7629,2083,,Local,,,0.18364,WOOD-SAGE DR, ,LESAR COURT, ,{A6B1619A-8ADC-4B63-BFA4-FF964402FA88}
1001,2480.0,UNION GROVE CHURCH,RD,6612,6622,6623,2084,BST,Local,,,0.0905,PURPLE DR, ,BRICK LN, ,{7437CDD5-E2C1-473A-87C8-1AA63B619B58}
1002,2480.0,UNION GROVE CHURCH,RD,5900,6412,6413,26517,BST,Local,,,0.5224,ARTHUR MINNIS RD,ARTHUR MINNIS RD,BRICK LN,COYOTE LN,{268603D6-B33A-4ED9-AAC7-460261673C85}
1003,491.0,ARTHUR MINNIS,RD,700,798,799,2086,Asphalt,Local,,,0.11453,BORLAND RD, ,JAMES MINNIS LN, ,{5A8D24DD-6901-4020-884C-563413E845E9}
1004,491.0,ARTHUR MINNIS,RD,800,948,949,2087,Asphalt,Local,,,0.29751,JAMES MINNIS LN, ,LAST RESORT LN, ,{BED68935-AA3B-4A06-92C8-9C82B3AFE6C3}
1005,2480.0,UNION GROVE CHURCH,RD,8300,8308,8307,2088,,Local,,,0.05573,DESERET DR, ,BOLIN BROOK FARM RD, ,{06BB633B-DA69-4521-BCE1-953DD28FB3F0}
1006,656.0,DESERET,LN,800,832,833,2089,BST,Private,No,,0.30463,UNION GROVE CHURCH RD,UNION GROVE CHURCH RD, , ,{7A5F583E-045F-41AA-A9A6-59FEBAAC5AE4}
1007,2480.0,UNION GROVE CHURCH,RD,8100,8298,8299,2090,,Local,,,0.23904,TALBRYN WAY, ,DESERET DR, ,{84FFEB00-BD03-41E1-8534-94EBD27C53E6}
1008,2480.0,UNION GROVE CHURCH,RD,8032,8098,8099,2091,,Local,,,0.09044,KIRKLAND DR, ,TALBRYN WAY, ,{501A6ADA-9F70-4010-8118-FE0A41734024}
1009,609.0,DAIRYLAND,RD,1022,1030,1029,2092,Asphalt,Minor Coll,No,,0.11095,YORKSHIRE LN, ,BETHEL HICKORY GROVE CHURCH RD, ,{0AE9B914-B298-4115-8AEE-FC89D43CEF60}
1010,609.0,DAIRYLAND,RD,1100,1198,1199,2093,Asphalt,Minor Coll,No,,0.09292,BETHEL HICKORY GROVE CHURCH RD, ,ROLLINGWOOD RD, ,{4BD9875B-87E0-4D10-902C-DCB6A13CB42D}
1011,609.0,DAIRYLAND,RD,2000,2398,2399,2094,Asphalt,Minor Coll,No,,0.42663,MARIONS FORD RD, ,ALBERT RD, ,{C1AC0303-214A-44B8-9C8D-B8818EDEC7E6}
1012,609.0,DAIRYLAND,RD,2400,2410,2409,2095,Asphalt,Minor Coll,No,,0.04047,MARIONS FORD RD, ,ALBERT RD, ,{E2859591-8699-4714-A547-5C060E69CDFE}
1013,564.0,ALBERT,RD,0,0,0,2096,Asphalt,Local,No,,0.0441,MOUNTAIN DR, ,DAIRYLAND RD,DAIRYLAND RD,{1973D561-D416-430C-9737-5914F2D703C0}
1014,609.0,DAIRYLAND,RD,0,0,0,2097,Asphalt,Local,No,,0.01954,MARIONS FORD RD, ,ALBERT RD, ,{7314A885-9177-4EC2-907E-02FB8E456265}
